date,year,month,day,station_id,station_name,lat,lon,tmin_c,tmax_c,tavg_c,prcp_mm,snow_mm_we
2019-03-03,2019,3,3,USC001,"Champaign, IL",40.1164,-88.2434,-6.98,6.41,-1.33,0.0,0.0
2019-03-04,2019,3,4,USC001,"Champaign, IL",40.1164,-88.2434,-14.08,-1.05,-6.12,0.0,0.0
2019-03-05,2019,3,5,USC001,"Champaign, IL",40.1164,-88.2434,-13.11,-0.8,-6.75,0.0,0.0
2019-03-06,2019,3,6,USC001,"Champaign, IL",40.1164,-88.2434,-3.95,8.29,3.12,0.0,0.0
2019-03-07,2019,3,7,USC001,"Champaign, IL",40.1164,-88.2434,0.24,12.96,5.66,0.0,0.0
2019-03-08,2019,3,8,USC001,"Champaign, IL",40.1164,-88.2434,-8.11,5.46,-1.65,0.0,0.0
2019-03-09,2019,3,9,USC001,"Champaign, IL",40.1164,-88.2434,-1.52,9.55,3.56,0.0,0.0
2019-03-10,2019,3,10,USC001,"Champaign, IL",40.1164,-88.2434,-6.33,7.21,0.18,0.0,0.0
2019-03-11,2019,3,11,USC001,"Champaign, IL",40.1164,-88.2434,-12.9,1.18,-5.01,0.0,0.0
2019-03-12,2019,3,12,USC001,"Champaign, IL",40.1164,-88.2434,-6.29,7.13,-0.14,8.47,0.61
2019-03-13,2019,3,13,USC001,"Champaign, IL",40.1164,-88.2434,0.48,11.96,5.59,0.0,0.0
2019-03-14,2019,3,14,USC001,"Champaign, IL",40.1164,-88.2434,-7.52,3.81,-2.43,0.0,0.0
2019-03-15,2019,3,15,USC001,"Champaign, IL",40.1164,-88.2434,-0.74,13.23,5.43,0.0,0.0
2019-03-16,2019,3,16,USC001,"Champaign, IL",40.1164,-88.2434,-21.12,-9.88,-15.64,0.0,0.0
2019-03-17,2019,3,17,USC001,"Champaign, IL",40.1164,-88.2434,-3.64,6.79,1.43,0.0,0.0
2019-03-18,2019,3,18,USC001,"Champaign, IL",40.1164,-88.2434,-9.65,4.37,-2.38,0.0,0.0
2019-03-19,2019,3,19,USC001,"Champaign, IL",40.1164,-88.2434,-10.82,3.47,-4.44,10.5,6.54
2019-03-20,2019,3,20,USC001,"Champaign, IL",40.1164,-88.2434,-8.48,3.52,-2.62,0.0,0.0
2019-03-21,2019,3,21,USC001,"Champaign, IL",40.1164,-88.2434,-20.84,-7.95,-13.14,0.0,0.0
2019-03-22,2019,3,22,USC001,"Champaign, IL",40.1164,-88.2434,-9.77,1.6,-4.42,0.0,0.0
2019-03-23,2019,3,23,USC001,"Champaign, IL",40.1164,-88.2434,-9.52,4.87,-1.65,0.0,0.0
2019-03-24,2019,3,24,USC001,"Champaign, IL",40.1164,-88.2434,-2.1,9.32,3.84,0.0,0.0
2019-03-25,2019,3,25,USC001,"Champaign, IL",40.1164,-88.2434,-13.92,0.72,-6.25,0.0,0.0
2019-03-26,2019,3,26,USC001,"Champaign, IL",40.1164,-88.2434,-14.62,0.19,-7.81,0.0,0.0
2019-03-27,2019,3,27,USC001,"Champaign, IL",40.1164,-88.2434,-13.85,-0.02,-6.37,0.0,0.0
2019-03-28,2019,3,28,USC001,"Champaign, IL",40.1164,-88.2434,-7.34,6.68,0.62,0.0,0.0
2019-03-29,2019,3,29,USC001,"Champaign, IL",40.1164,-88.2434,-8.27,3.79,-2.41,0.0,0.0
2019-03-30,2019,3,30,USC001,"Champaign, IL",40.1164,-88.2434,-14.67,-1.44,-6.79,0.0,0.0
2019-03-31,2019,3,31,USC001,"Champaign, IL",40.1164,-88.2434,-7.83,5.99,-1.66,0.0,0.0
2019-04-01,2019,4,1,USC001,"Champaign, IL",40.1164,-88.2434,-9.98,2.42,-3.82,0.0,0.0
2019-04-02,2019,4,2,USC001,"Champaign, IL",40.1164,-88.2434,-5.56,6.62,0.46,4.87,0.0
2019-04-03,2019,4,3,USC001,"Champaign, IL",40.1164,-88.2434,-14.59,-0.98,-7.96,0.0,0.0
2019-04-04,2019,4,4,USC001,"Champaign, IL",40.1164,-88.2434,-11.62,0.17,-6.16,0.0,0.0
2019-04-05,2019,4,5,USC001,"Champaign, IL",40.1164,-88.2434,-13.2,0.4,-6.54,0.0,0.0
2019-04-06,2019,4,6,USC001,"Champaign, IL",40.1164,-88.2434,-18.58,-6.77,-11.96,0.0,0.0
2019-04-07,2019,4,7,USC001,"Champaign, IL",40.1164,-88.2434,-10.5,4.23,-3.21,0.0,0.0
2019-04-08,2019,4,8,USC001,"Champaign, IL",40.1164,-88.2434,-10.94,4.38,-3.44,0.0,0.0
2019-04-09,2019,4,9,USC001,"Champaign, IL",40.1164,-88.2434,-11.08,2.18,-4.76,3.7,2.75
2019-04-10,2019,4,10,USC001,"Champaign, IL",40.1164,-88.2434,-11.91,1.86,-6.0,0.0,0.0
2019-04-11,2019,4,11,USC001,"Champaign, IL",40.1164,-88.2434,-17.72,-6.49,-11.94,0.0,0.0
2019-04-12,2019,4,12,USC001,"Champaign, IL",40.1164,-88.2434,-12.59,-0.57,-7.0,0.0,0.0
2019-04-13,2019,4,13,USC001,"Champaign, IL",40.1164,-88.2434,-11.81,0.17,-6.64,0.0,0.0
2019-04-14,2019,4,14,USC001,"Champaign, IL",40.1164,-88.2434,-14.99,-2.22,-8.96,0.0,0.0
2019-04-15,2019,4,15,USC001,"Champaign, IL",40.1164,-88.2434,-11.59,0.43,-5.78,0.0,0.0
2019-04-16,2019,4,16,USC001,"Champaign, IL",40.1164,-88.2434,-10.86,3.05,-2.96,0.0,0.0
2019-04-17,2019,4,17,USC001,"Champaign, IL",40.1164,-88.2434,-2.24,9.82,4.44,0.43,0.0
2019-04-18,2019,4,18,USC001,"Champaign, IL",40.1164,-88.2434,-10.17,2.05,-4.13,0.0,0.0
2019-04-19,2019,4,19,USC001,"Champaign, IL",40.1164,-88.2434,-10.45,1.78,-3.71,0.0,0.0
2019-04-20,2019,4,20,USC001,"Champaign, IL",40.1164,-88.2434,-10.79,1.83,-5.37,3.28,1.1
2019-04-21,2019,4,21,USC001,"Champaign, IL",40.1164,-88.2434,-20.91,-8.96,-14.58,0.0,0.0
2019-04-22,2019,4,22,USC001,"Champaign, IL",40.1164,-88.2434,-11.99,0.07,-5.11,0.0,0.0
2019-04-23,2019,4,23,USC001,"Champaign, IL",40.1164,-88.2434,-11.13,2.0,-4.66,0.0,0.0
2019-04-24,2019,4,24,USC001,"Champaign, IL",40.1164,-88.2434,1.17,14.16,7.38,0.0,0.0
2019-04-25,2019,4,25,USC001,"Champaign, IL",40.1164,-88.2434,-13.86,1.74,-5.88,0.0,0.0
2019-04-26,2019,4,26,USC001,"Champaign, IL",40.1164,-88.2434,-11.02,3.36,-3.38,0.0,0.0
2019-04-27,2019,4,27,USC001,"Champaign, IL",40.1164,-88.2434,-11.89,1.01,-5.02,0.0,0.0
2019-04-28,2019,4,28,USC001,"Champaign, IL",40.1164,-88.2434,-17.36,-3.24,-10.65,0.0,0.0
2019-04-29,2019,4,29,USC001,"Champaign, IL",40.1164,-88.2434,-5.91,7.57,0.95,0.0,0.0
2019-04-30,2019,4,30,USC001,"Champaign, IL",40.1164,-88.2434,-6.56,4.28,-0.96,0.0,0.0
2019-05-01,2019,5,1,USC001,"Champaign, IL",40.1164,-88.2434,-6.9,5.98,-0.71,0.0,0.0
2019-05-02,2019,5,2,USC001,"Champaign, IL",40.1164,-88.2434,-14.28,-1.43,-9.16,0.0,0.0
2019-05-03,2019,5,3,USC001,"Champaign, IL",40.1164,-88.2434,-3.96,8.65,2.46,4.32,0.0
2019-05-04,2019,5,4,USC001,"Champaign, IL",40.1164,-88.2434,-18.12,-5.61,-11.5,0.35,0.17
2019-05-05,2019,5,5,USC001,"Champaign, IL",40.1164,-88.2434,-7.17,3.95,-1.48,1.92,0.15
2019-05-06,2019,5,6,USC001,"Champaign, IL",40.1164,-88.2434,-1.28,12.06,6.61,0.0,0.0
2019-05-07,2019,5,7,USC001,"Champaign, IL",40.1164,-88.2434,-16.95,-2.92,-9.22,0.0,0.0
2019-05-08,2019,5,8,USC001,"Champaign, IL",40.1164,-88.2434,-14.18,-0.23,-7.02,0.0,0.0
2019-05-09,2019,5,9,USC001,"Champaign, IL",40.1164,-88.2434,-10.2,1.64,-3.6,0.0,0.0
2019-05-10,2019,5,10,USC001,"Champaign, IL",40.1164,-88.2434,-14.13,1.29,-6.52,0.0,0.0
2019-05-11,2019,5,11,USC001,"Champaign, IL",40.1164,-88.2434,-17.06,-4.4,-11.67,7.13,5.19
2019-05-12,2019,5,12,USC001,"Champaign, IL",40.1164,-88.2434,-10.84,3.29,-3.47,0.0,0.0
2019-05-13,2019,5,13,USC001,"Champaign, IL",40.1164,-88.2434,-14.4,-1.54,-9.02,0.0,0.0
2019-05-14,2019,5,14,USC001,"Champaign, IL",40.1164,-88.2434,-8.62,4.0,-1.24,0.0,0.0
2019-05-15,2019,5,15,USC001,"Champaign, IL",40.1164,-88.2434,-13.92,-1.66,-8.09,0.0,0.0
2019-05-16,2019,5,16,USC001,"Champaign, IL",40.1164,-88.2434,-3.26,11.26,4.37,6.26,0.0
2019-05-17,2019,5,17,USC001,"Champaign, IL",40.1164,-88.2434,-15.01,0.31,-7.18,1.88,0.92
2019-05-18,2019,5,18,USC001,"Champaign, IL",40.1164,-88.2434,-10.2,2.6,-4.75,7.05,3.83
2019-05-19,2019,5,19,USC001,"Champaign, IL",40.1164,-88.2434,-5.33,6.89,1.06,0.0,0.0
2019-05-20,2019,5,20,USC001,"Champaign, IL",40.1164,-88.2434,-16.98,-1.21,-9.04,0.0,0.0
2019-05-21,2019,5,21,USC001,"Champaign, IL",40.1164,-88.2434,-8.06,3.76,-1.61,0.0,0.0
2019-05-22,2019,5,22,USC001,"Champaign, IL",40.1164,-88.2434,-3.66,11.55,3.93,0.0,0.0
2019-05-23,2019,5,23,USC001,"Champaign, IL",40.1164,-88.2434,-17.27,-2.59,-10.5,0.0,0.0
2019-05-24,2019,5,24,USC001,"Champaign, IL",40.1164,-88.2434,-7.52,4.13,-1.4,0.0,0.0
2019-05-25,2019,5,25,USC001,"Champaign, IL",40.1164,-88.2434,-6.73,6.29,-0.87,2.5,0.02
2019-05-26,2019,5,26,USC001,"Champaign, IL",40.1164,-88.2434,-3.72,7.01,1.89,0.0,0.0
2019-05-27,2019,5,27,USC001,"Champaign, IL",40.1164,-88.2434,-15.33,-1.83,-8.05,0.0,0.0
2019-05-28,2019,5,28,USC001,"Champaign, IL",40.1164,-88.2434,-14.47,-1.76,-8.31,2.99,2.32
2019-05-29,2019,5,29,USC001,"Champaign, IL",40.1164,-88.2434,-5.47,7.81,1.07,0.0,0.0
2019-05-30,2019,5,30,USC001,"Champaign, IL",40.1164,-88.2434,-6.37,7.92,0.11,0.0,0.0
2019-05-31,2019,5,31,USC001,"Champaign, IL",40.1164,-88.2434,-6.68,7.06,0.05,0.0,0.0
2019-06-01,2019,6,1,USC001,"Champaign, IL",40.1164,-88.2434,-6.9,7.14,0.7,0.0,0.0
2019-06-02,2019,6,2,USC001,"Champaign, IL",40.1164,-88.2434,-12.2,3.17,-4.25,0.0,0.0
2019-06-03,2019,6,3,USC001,"Champaign, IL",40.1164,-88.2434,-5.74,8.34,0.49,0.0,0.0
2019-06-04,2019,6,4,USC001,"Champaign, IL",40.1164,-88.2434,-6.51,6.04,0.97,6.09,0.0
2019-06-05,2019,6,5,USC001,"Champaign, IL",40.1164,-88.2434,-11.17,4.07,-3.88,0.97,0.15
2019-06-06,2019,6,6,USC001,"Champaign, IL",40.1164,-88.2434,2.49,14.47,9.21,2.04,0.0
2019-06-07,2019,6,7,USC001,"Champaign, IL",40.1164,-88.2434,-5.42,9.89,2.44,0.83,0.0
2019-06-08,2019,6,8,USC001,"Champaign, IL",40.1164,-88.2434,-11.29,0.16,-5.69,0.0,0.0
2019-06-09,2019,6,9,USC001,"Champaign, IL",40.1164,-88.2434,-1.58,9.15,3.75,0.0,0.0
2019-06-10,2019,6,10,USC001,"Champaign, IL",40.1164,-88.2434,-11.77,2.12,-4.2,0.7,0.19
2019-06-11,2019,6,11,USC001,"Champaign, IL",40.1164,-88.2434,-1.51,11.74,4.81,0.0,0.0
2019-06-12,2019,6,12,USC001,"Champaign, IL",40.1164,-88.2434,-0.67,13.01,6.87,9.3,0.0
2019-06-13,2019,6,13,USC001,"Champaign, IL",40.1164,-88.2434,-10.49,2.35,-2.82,0.0,0.0
2019-06-14,2019,6,14,USC001,"Champaign, IL",40.1164,-88.2434,1.13,13.11,6.32,0.0,0.0
2019-06-15,2019,6,15,USC001,"Champaign, IL",40.1164,-88.2434,-3.87,11.48,3.78,0.0,0.0
2019-06-16,2019,6,16,USC001,"Champaign, IL",40.1164,-88.2434,-0.3,12.19,6.04,0.0,0.0
2019-06-17,2019,6,17,USC001,"Champaign, IL",40.1164,-88.2434,5.1,17.28,11.63,0.0,0.0
2019-06-18,2019,6,18,USC001,"Champaign, IL",40.1164,-88.2434,-5.74,7.47,1.14,0.0,0.0
2019-06-19,2019,6,19,USC001,"Champaign, IL",40.1164,-88.2434,-8.95,3.97,-1.18,0.0,0.0
2019-06-20,2019,6,20,USC001,"Champaign, IL",40.1164,-88.2434,-6.69,5.83,-1.63,5.86,2.19
2019-06-21,2019,6,21,USC001,"Champaign, IL",40.1164,-88.2434,-7.46,6.45,-1.03,8.43,5.48
2019-06-22,2019,6,22,USC001,"Champaign, IL",40.1164,-88.2434,-4.17,9.66,2.89,0.09,0.0
2019-06-23,2019,6,23,USC001,"Champaign, IL",40.1164,-88.2434,-1.95,11.27,5.21,0.0,0.0
2019-06-24,2019,6,24,USC001,"Champaign, IL",40.1164,-88.2434,-1.95,12.52,5.13,29.47,0.0
2019-06-25,2019,6,25,USC001,"Champaign, IL",40.1164,-88.2434,2.71,14.78,8.11,0.0,0.0
2019-06-26,2019,6,26,USC001,"Champaign, IL",40.1164,-88.2434,-1.62,11.76,4.28,0.0,0.0
2019-06-27,2019,6,27,USC001,"Champaign, IL",40.1164,-88.2434,5.65,18.62,11.72,0.0,0.0
2019-06-28,2019,6,28,USC001,"Champaign, IL",40.1164,-88.2434,-4.04,10.72,3.37,0.0,0.0
2019-06-29,2019,6,29,USC001,"Champaign, IL",40.1164,-88.2434,12.7,25.33,18.54,10.83,0.0
2019-06-30,2019,6,30,USC001,"Champaign, IL",40.1164,-88.2434,2.68,14.55,8.31,12.49,0.0
2019-07-01,2019,7,1,USC001,"Champaign, IL",40.1164,-88.2434,-6.73,9.01,1.14,0.0,0.0
2019-07-02,2019,7,2,USC001,"Champaign, IL",40.1164,-88.2434,-4.71,6.94,0.32,0.0,0.0
2019-07-03,2019,7,3,USC001,"Champaign, IL",40.1164,-88.2434,0.34,15.15,8.33,11.42,0.0
2019-07-04,2019,7,4,USC001,"Champaign, IL",40.1164,-88.2434,-1.98,10.71,5.05,3.24,0.0
2019-07-05,2019,7,5,USC001,"Champaign, IL",40.1164,-88.2434,2.5,16.87,9.99,0.0,0.0
2019-07-06,2019,7,6,USC001,"Champaign, IL",40.1164,-88.2434,3.15,15.75,9.04,7.05,0.0
2019-07-07,2019,7,7,USC001,"Champaign, IL",40.1164,-88.2434,1.52,12.11,6.56,0.0,0.0
2019-07-08,2019,7,8,USC001,"Champaign, IL",40.1164,-88.2434,-4.27,8.12,2.94,0.0,0.0
2019-07-09,2019,7,9,USC001,"Champaign, IL",40.1164,-88.2434,-7.65,6.67,-0.14,0.0,0.0
2019-07-10,2019,7,10,USC001,"Champaign, IL",40.1164,-88.2434,-1.77,12.74,5.45,3.06,0.0
2019-07-11,2019,7,11,USC001,"Champaign, IL",40.1164,-88.2434,6.79,18.79,12.22,17.95,0.0
2019-07-12,2019,7,12,USC001,"Champaign, IL",40.1164,-88.2434,2.01,14.95,9.27,0.0,0.0
2019-07-13,2019,7,13,USC001,"Champaign, IL",40.1164,-88.2434,-5.08,9.22,2.22,0.0,0.0
2019-07-14,2019,7,14,USC001,"Champaign, IL",40.1164,-88.2434,2.6,14.82,9.58,0.0,0.0
2019-07-15,2019,7,15,USC001,"Champaign, IL",40.1164,-88.2434,3.6,17.22,10.89,0.0,0.0
2019-07-16,2019,7,16,USC001,"Champaign, IL",40.1164,-88.2434,-2.73,10.3,4.81,0.0,0.0
2019-07-17,2019,7,17,USC001,"Champaign, IL",40.1164,-88.2434,3.41,15.81,10.25,2.94,0.0
2019-07-18,2019,7,18,USC001,"Champaign, IL",40.1164,-88.2434,4.77,15.64,10.03,4.14,0.0
2019-07-19,2019,7,19,USC001,"Champaign, IL",40.1164,-88.2434,-2.18,10.45,4.29,0.0,0.0
2019-07-20,2019,7,20,USC001,"Champaign, IL",40.1164,-88.2434,6.81,17.2,12.05,6.85,0.0
2019-07-21,2019,7,21,USC001,"Champaign, IL",40.1164,-88.2434,7.1,19.51,13.32,1.86,0.0
2019-07-22,2019,7,22,USC001,"Champaign, IL",40.1164,-88.2434,9.97,22.72,16.19,0.0,0.0
2019-07-23,2019,7,23,USC001,"Champaign, IL",40.1164,-88.2434,11.1,22.75,16.3,0.0,0.0
2019-07-24,2019,7,24,USC001,"Champaign, IL",40.1164,-88.2434,-1.65,10.55,4.4,0.0,0.0
2019-07-25,2019,7,25,USC001,"Champaign, IL",40.1164,-88.2434,1.52,14.37,6.86,0.0,0.0
2019-07-26,2019,7,26,USC001,"Champaign, IL",40.1164,-88.2434,6.95,19.81,14.38,3.56,0.0
2019-07-27,2019,7,27,USC001,"Champaign, IL",40.1164,-88.2434,6.79,21.15,14.63,0.0,0.0
2019-07-28,2019,7,28,USC001,"Champaign, IL",40.1164,-88.2434,9.67,20.08,14.89,1.53,0.0
2019-07-29,2019,7,29,USC001,"Champaign, IL",40.1164,-88.2434,23.97,37.05,31.83,0.0,0.0
2019-07-30,2019,7,30,USC001,"Champaign, IL",40.1164,-88.2434,9.11,22.4,15.68,0.0,0.0
2019-07-31,2019,7,31,USC001,"Champaign, IL",40.1164,-88.2434,12.86,25.45,18.75,3.15,0.0
2019-08-01,2019,8,1,USC001,"Champaign, IL",40.1164,-88.2434,12.87,25.73,18.1,0.0,0.0
2019-08-02,2019,8,2,USC001,"Champaign, IL",40.1164,-88.2434,10.34,23.51,16.84,3.85,0.0
2019-08-03,2019,8,3,USC001,"Champaign, IL",40.1164,-88.2434,4.87,20.13,12.25,0.0,0.0
2019-08-04,2019,8,4,USC001,"Champaign, IL",40.1164,-88.2434,10.75,23.02,17.87,0.0,0.0
2019-08-05,2019,8,5,USC001,"Champaign, IL",40.1164,-88.2434,5.31,15.76,10.46,0.0,0.0
2019-08-06,2019,8,6,USC001,"Champaign, IL",40.1164,-88.2434,8.17,18.52,13.39,0.0,0.0
2019-08-07,2019,8,7,USC001,"Champaign, IL",40.1164,-88.2434,6.18,17.95,12.39,8.53,0.0
2019-08-08,2019,8,8,USC001,"Champaign, IL",40.1164,-88.2434,9.59,22.1,15.47,0.0,0.0
2019-08-09,2019,8,9,USC001,"Champaign, IL",40.1164,-88.2434,21.18,33.82,26.88,0.0,0.0
2019-08-10,2019,8,10,USC001,"Champaign, IL",40.1164,-88.2434,0.37,11.35,6.21,23.92,0.0
2019-08-11,2019,8,11,USC001,"Champaign, IL",40.1164,-88.2434,11.81,27.05,19.22,0.0,0.0
2019-08-12,2019,8,12,USC001,"Champaign, IL",40.1164,-88.2434,0.17,15.49,7.96,0.0,0.0
2019-08-13,2019,8,13,USC001,"Champaign, IL",40.1164,-88.2434,7.68,19.79,13.9,12.25,0.0
2019-08-14,2019,8,14,USC001,"Champaign, IL",40.1164,-88.2434,14.22,27.17,21.94,0.0,0.0
2019-08-15,2019,8,15,USC001,"Champaign, IL",40.1164,-88.2434,11.08,22.55,17.04,0.2,0.0
2019-08-16,2019,8,16,USC001,"Champaign, IL",40.1164,-88.2434,5.14,16.95,11.56,0.0,0.0
2019-08-17,2019,8,17,USC001,"Champaign, IL",40.1164,-88.2434,7.93,18.97,13.6,5.58,0.0
2019-08-18,2019,8,18,USC001,"Champaign, IL",40.1164,-88.2434,13.88,27.36,20.8,0.0,0.0
2019-08-19,2019,8,19,USC001,"Champaign, IL",40.1164,-88.2434,6.04,19.72,13.98,0.0,0.0
2019-08-20,2019,8,20,USC001,"Champaign, IL",40.1164,-88.2434,12.12,25.01,18.93,0.0,0.0
2019-08-21,2019,8,21,USC001,"Champaign, IL",40.1164,-88.2434,12.22,26.27,18.3,0.0,0.0
2019-08-22,2019,8,22,USC001,"Champaign, IL",40.1164,-88.2434,8.09,22.08,15.03,0.0,0.0
